Total Population by sex (thousands),,,,,,,,,,,,,,,,,,
ISO 3166-1 numeric code,Location,Sex,Note,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
398,            Kazakhstan,Both sexes combined,,   6 703,   7 933,   9 935,   11 842,   13 036,   14 050,   14 796,   15 666,   16 384,   15 839,   14 923,   15 403,   16 252,   17 572,   18 777
398,            Kazakhstan,Female,,   3 459,   4 109,   5 152,   6 139,   6 757,   7 269,   7 656,   8 088,   8 432,   8 166,   7 746,   7 984,   8 397,   9 064,   9 664
398,            Kazakhstan,Male,,   3 244,   3 824,   4 783,   5 703,   6 279,   6 781,   7 140,   7 577,   7 952,   7 673,   7 177,   7 419,   7 856,   8 508,   9 113
417,            Kyrgyzstan,Both sexes combined,,   1 740,   1 904,   2 170,   2 569,   2 970,   3 291,   3 611,   3 993,   4 373,   4 566,   4 921,   5 075,   5 422,   5 959,   6 524
417,            Kyrgyzstan,Female,,    911,   1 000,   1 139,   1 344,   1 548,   1 697,   1 855,   2 047,   2 228,   2 314,   2 488,   2 560,   2 743,   3 011,   3 297
417,            Kyrgyzstan,Male,,    829,    904,   1 031,   1 226,   1 422,   1 594,   1 756,   1 946,   2 145,   2 253,   2 433,   2 516,   2 680,   2 948,   3 227
762,            Tajikistan,Both sexes combined,,   1 532,   1 794,   2 087,   2 488,   2 930,   3 391,   3 905,   4 538,   5 284,   5 765,   6 216,   6 789,   7 527,   8 454,   9 538
762,            Tajikistan,Female,,    790,    924,   1 072,   1 273,   1 494,   1 724,   1 979,   2 290,   2 665,   2 889,   3 103,   3 376,   3 730,   4 189,   4 732
762,            Tajikistan,Male,,    741,    870,   1 015,   1 215,   1 436,   1 667,   1 926,   2 248,   2 619,   2 876,   3 114,   3 413,   3 798,   4 265,   4 806
795,            Turkmenistan,Both sexes combined,,   1 211,   1 365,   1 603,   1 893,   2 195,   2 525,   2 877,   3 244,   3 684,   4 208,   4 516,   4 755,   5 087,   5 565,   6 031
795,            Turkmenistan,Female,,    617,    699,    822,    969,   1 121,   1 289,   1 468,   1 655,   1 874,   2 136,   2 293,   2 416,   2 585,   2 825,   3 062
795,            Turkmenistan,Male,,    594,    666,    782,    924,   1 074,   1 237,   1 408,   1 589,   1 810,   2 072,   2 223,   2 339,   2 503,   2 740,   2 969
860,            Uzbekistan,Both sexes combined,,   6 264,   7 277,   8 526,   10 117,   12 080,   13 857,   15 899,   18 061,   20 398,   22 791,   24 770,   26 428,   28 516,   30 930,   33 469
860,            Uzbekistan,Female,,   3 270,   3 795,   4 432,   5 226,   6 204,   7 081,   8 085,   9 147,   10 307,   11 458,   12 453,   13 297,   14 334,   15 523,   16 772
860,            Uzbekistan,Male,,   2 994,   3 482,   4 094,   4 891,   5 876,   6 777,   7 813,   8 914,   10 091,   11 333,   12 317,   13 130,   14 182,   15 407,   16 697
5501,         Southern Asia,Both sexes combined,,   493 339,   538 393,   594 746,   662 778,   742 225,   833 065,   939 271,  1 060 289,  1 189 861,  1 323 030,  1 456 569,  1 588 624,  1 712 555,  1 827 847,  1 940 370
5501,         Southern Asia,Female,,   238 501,   260 026,   286 897,   319 510,   357 767,   401 639,   453 026,   511 443,   573 947,   637 756,   702 307,   766 011,   827 111,   884 219,   939 584
5501,         Southern Asia,Male,,   254 838,   278 367,   307 849,   343 268,   384 458,   431 426,   486 244,   548 846,   615 915,   685 275,   754 263,   822 613,   885 445,   943 628,  1 000 786
4,            Afghanistan,Both sexes combined,,   7 752,   8 271,   8 997,   9 956,   11 174,   12 689,   13 356,   11 938,   12 412,   18 111,   20 780,   25 654,   29 186,   34 414,   38 928
4,            Afghanistan,Female,,   3 653,   3 952,   4 347,   4 852,   5 477,   6 243,   6 568,   5 846,   6 068,   8 718,   10 090,   12 415,   14 250,   16 727,   18 952
4,            Afghanistan,Male,,   4 099,   4 319,   4 650,   5 105,   5 697,   6 446,   6 788,   6 092,   6 345,   9 393,   10 690,   13 240,   14 936,   17 686,   19 976
50,            Bangladesh,Both sexes combined,,   37 895,   42 086,   48 014,   55 385,   64 232,   70 066,   79 639,   90 764,   103 172,   115 170,   127 658,   139 036,   147 575,   156 256,   164 689
50,            Bangladesh,Female,,   18 110,   20 170,   23 054,   26 681,   31 010,   33 937,   38 613,   43 891,   49 956,   55 876,   62 063,   67 814,   72 560,   77 039,   81 430
50,            Bangladesh,Male,,   19 784,   21 917,   24 960,   28 704,   33 222,   36 129,   41 026,   46 873,   53 216,   59 294,   65 595,   71 222,   75 016,   79 217,   83 259
64,            Bhutan,Both sexes combined,,    177,    197,    223,    254,    297,    348,    407,    464,    531,    535,    591,    649,    686,    728,    772
64,            Bhutan,Female,,    86,    97,    109,    125,    147,    170,    196,    225,    258,    261,    289,    309,    325,    344,    362
64,            Bhutan,Male,,    91,    101,    114,    129,    151,    179,    210,    239,    273,    274,    302,    340,    360,    384,    410
356,            India,Both sexes combined,,   376 325,   409 881,   450 548,   499 123,   555 190,   623 103,   698 953,   784 360,   873 278,   963 923,  1 056 576,  1 147 610,  1 234 281,  1 310 152,  1 380 004
356,            India,Female,,   183 217,   198 940,   218 043,   241 002,   267 713,   300 232,   336 773,   377 647,   420 020,   463 092,   507 188,   550 558,   592 117,   628 929,   662 903
356,            India,Male,,   193 108,   210 941,   232 505,   258 121,   287 477,   322 871,   362 179,   406 713,   453 257,   500 831,   549 388,   597 052,   642 164,   681 223,   717 101
364,            Iran (Islamic Republic of),Both sexes combined,,   17 119,   19 294,   21 907,   24 955,   28 514,   32 730,   38 650,   47 347,   56 366,   61 443,   65 623,   69 762,   73 763,   78 492,   83 993
364,            Iran (Islamic Republic of),Female,,   8 409,   9 422,   10 664,   12 131,   13 861,   15 912,   18 736,   23 165,   27 622,   30 138,   32 236,   34 273,   36 582,   38 762,   41 585
364,            Iran (Islamic Republic of),Male,,   8 710,   9 872,   11 243,   12 824,   14 652,   16 818,   19 914,   24 182,   28 745,   31 304,   33 388,   35 490,   37 180,   39 730,   42 408
462,            Maldives,Both sexes combined,,    74,    80,    90,    103,    116,    136,    158,    190,    223,    254,    279,    320,    366,    455,    541
462,            Maldives,Female,,    32,    35,    41,    48,    56,    65,    76,    91,    109,    126,    138,    153,    167,    184,    198
462,            Maldives,Male,,    42,    44,    49,    55,    60,    72,    83,    99,    114,    129,    141,    167,    199,    271,    343
524,            Nepal,Both sexes combined,,   8 483,   9 317,   10 105,   10 973,   12 075,   13 420,   15 016,   16 858,   18 905,   21 576,   23 941,   25 744,   27 013,   27 015,   29 137
524,            Nepal,Female,,   4 280,   4 693,   5 067,   5 503,   6 062,   6 713,   7 492,   8 423,   9 510,   10 673,   12 021,   12 957,   13 717,   14 617,   15 788
524,            Nepal,Male,,   4 203,   4 624,   5 038,   5 470,   6 013,   6 707,   7 525,   8 435,   9 396,   10 903,   11 920,   12 788,   13 297,   12 398,   13 348
586,            Pakistan,Both sexes combined,,   37 542,   40 488,   44 989,   50 918,   58 142,   66 817,   78 054,   92 192,   107 648,   123 777,   142 344,   160 304,   179 425,   199 427,   220 892
586,            Pakistan,Female,,   17 081,   18 620,   20 880,   23 822,   27 386,   31 653,   37 202,   44 194,   51 827,   59 792,   68 870,   77 628,   86 998,   96 786,   107 220
586,            Pakistan,Male,,   20 461,   21 868,   24 109,   27 096,   30 756,   35 164,   40 852,   47 998,   55 821,   63 985,   73 474,   82 676,   92 427,   102 641,   113 672
144,            Sri Lanka,Both sexes combined,,   7 971,   8 778,   9 874,   11 111,   12 486,   13 755,   15 036,   16 176,   17 326,   18 243,   18 778,   19 545,   20 262,   20 908,   21 413
144,            Sri Lanka,Female,,   3 632,   4 097,   4 691,   5 346,   6 056,   6 716,   7 369,   7 961,   8 578,   9 080,   9 412,   9 907,   10 395,   10 830,   11 146
144,            Sri Lanka,Male,,   4 340,   4 682,   5 183,   5 765,   6 429,   7 039,   7 666,   8 215,   8 748,   9 163,   9 366,   9 638,   9 866,   10 078,   10 267
1832,      Eastern and South-Eastern Asia,Both sexes combined,,   842 669,   932 210,  1 019 895,  1 127 782,  1 280 853,  1 432 114,  1 555 768,  1 684 698,  1 837 799,  1 950 220,  2 044 789,  2 125 348,  2 201 807,  2 279 490,  2 346 709
1832,      Eastern and South-Eastern Asia,Female,,   412 264,   457 061,   501 101,   554 807,   630 570,   705 081,   765 903,   829 644,   904 696,   960 578,  1 007 732,  1 046 986,  1 083 816,  1 122 841,  1 157 302
1832,      Eastern and South-Eastern Asia,Male,,   430 405,   475 150,   518 794,   572 975,   650 282,   727 033,   789 865,   855 054,   933 103,   989 642,  1 037 057,  1 078 363,  1 117 990,  1 156 649,  1 189 407
906,         Eastern Asia,Both sexes combined,,   677 535,   745 569,   805 881,   881 788,   999 435,  1 112 703,  1 198 126,  1 283 950,  1 393 335,  1 464 565,  1 519 781,  1 564 192,  1 604 859,  1 645 184,  1 678 090
906,         Eastern Asia,Female,,   329 347,   363 302,   393 675,   431 428,   489 482,   544 914,   586 465,   628 597,   682 053,   717 011,   744 210,   765 487,   785 214,   805 489,   822 614
906,         Eastern Asia,Male,,   348 189,   382 267,   412 205,   450 359,   509 953,   567 788,   611 661,   655 353,   711 282,   747 554,   775 571,   798 705,   819 646,   839 695,   855 476
156,            China,Both sexes combined,8,   554 419,   612 242,   660 408,   724 219,   827 601,   926 241,  1 000 089,  1 075 589,  1 176 884,  1 240 921,  1 290 551,  1 330 776,  1 368 811,  1 406 848,  1 439 324
156,            China,Female,8,   266 679,   295 562,   320 006,   351 790,   402 836,   450 949,   486 835,   523 753,   573 024,   604 234,   628 363,   647 290,   665 397,   684 340,   701 076
156,            China,Male,8,   287 740,   316 680,   340 402,   372 429,   424 765,   475 292,   513 254,   551 837,   603 859,   636 687,   662 188,   683 486,   703 414,   722 508,   738 247
344,"            China, Hong Kong SAR",Both sexes combined,9,   1 974,   2 473,   3 046,   3 467,   3 849,   4 209,   4 869,   5 287,   5 728,   6 084,   6 606,   6 770,   6 966,   7 186,   7 497
344,"            China, Hong Kong SAR",Female,9,    960,   1 200,   1 476,   1 677,   1 881,   2 074,   2 326,   2 562,   2 818,   3 032,   3 357,   3 517,   3 690,   3 853,   4 057
344,"            China, Hong Kong SAR",Male,9,   1 014,   1 273,   1 570,   1 790,   1 968,   2 135,   2 543,   2 725,   2 910,   3 052,   3 250,   3 252,   3 277,   3 333,   3 440
446,"            China, Macao SAR",Both sexes combined,10,    196,    189,    168,    203,    246,    242,    238,    283,    344,    386,    428,    483,    538,    602,    649
446,"            China, Macao SAR",Female,10,    96,    96,    85,    101,    120,    118,    116,    141,    174,    199,    223,    253,    280,    313,    337
446,"            China, Macao SAR",Male,10,    100,    93,    82,    102,    127,    124,    122,    143,    170,    187,    205,    229,    258,    289,    312
158,"            China, Taiwan Province of China",Both sexes combined,11,   7 602,   9 190,   10 876,   12 901,   14 924,   16 465,   17 905,   19 303,   20 479,   21 356,   21 967,   22 706,   23 188,   23 557,   23 817
158,"            China, Taiwan Province of China",Female,11,   3 694,   4 496,   5 334,   6 280,   7 167,   7 950,   8 620,   9 313,   9 945,   10 444,   10 808,   11 212,   11 533,   11 791,   11 982
158,"            China, Taiwan Province of China",Male,11,   3 908,   4 694,   5 542,   6 621,   7 758,   8 515,   9 286,   9 990,   10 534,   10 912,   11 159,   11 494,   11 654,   11 766,   11 834
408,            Dem. People's Republic of Korea,Both sexes combined,,   10 549,   10 087,   11 424,   12 548,   14 410,   16 275,   17 472,   18 877,   20 293,   21 862,   22 929,   23 904,   24 549,   25 184,   25 779
408,            Dem. People's Republic of Korea,Female,,   5 678,   5 493,   6 145,   6 692,   7 597,   8 502,   9 078,   9 754,   10 434,   11 204,   11 751,   12 234,   12 554,   12 870,   13 170
408,            Dem. People's Republic of Korea,Male,,   4 872,   4 594,   5 279,   5 856,   6 813,   7 773,   8 394,   9 124,   9 859,   10 658,   11 178,   11 670,   11 995,   12 314,   12 608
392,            Japan,Both sexes combined,,   82 802,   89 018,   93 674,   98 447,   104 929,   112 413,   117 817,   121 883,   124 505,   126 365,   127 524,   128 326,   128 542,   127 985,   126 476
392,            Japan,Female,,   42 200,   45 244,   47 565,   49 981,   53 209,   56 932,   59 653,   61 736,   63 148,   64 176,   64 900,   65 441,   65 668,   65 448,   64 723
392,            Japan,Male,,   40 602,   43 774,   46 109,   48 466,   51 721,   55 481,   58 164,   60 148,   61 357,   62 190,   62 625,   62 886,   62 875,   62 537,   61 753
496,            Mongolia,Both sexes combined,,    780,    855,    956,   1 107,   1 279,   1 480,   1 690,   1 922,   2 184,   2 298,   2 397,   2 526,   2 720,   2 998,   3 278
496,            Mongolia,Female,,    397,    434,    486,    562,    649,    750,    856,    974,   1 106,   1 160,   1 202,   1 270,   1 371,   1 516,   1 663
496,            Mongolia,Male,,    383,    421,    470,    545,    630,    729,    833,    948,   1 078,   1 138,   1 196,   1 257,   1 349,   1 482,   1 615
410,            Republic of Korea,Both sexes combined,,   19 211,   21 515,   25 330,   28 896,   32 196,   35 379,   38 046,   40 804,   42 918,   45 293,   47 379,   48 701,   49 546,   50 823,   51 269
410,            Republic of Korea,Female,,   9 643,   10 776,   12 578,   14 346,   16 024,   17 639,   18 982,   20 366,   21 404,   22 563,   23 607,   24 270,   24 721,   25 357,   25 603
410,            Republic of Korea,Male,,   9 568,   10 739,   12 751,   14 550,   16 171,   17 740,   19 064,   20 439,   21 514,   22 730,   23 772,   24 431,   24 825,   25 466,   25 666
920,         South-Eastern Asia,Both sexes combined,,   165 134,   186 642,   214 014,   245 994,   281 418,   319 411,   357 642,   400 748,   444 464,   485 655,   525 008,   561 156,   596 947,   634 306,   668 620
920,         South-Eastern Asia,Female,,   82 917,   93 759,   107 426,   123 378,   141 088,   160 166,   179 438,   201 047,   222 643,   243 567,   263 521,   281 499,   298 603,   317 352,   334 688
920,         South-Eastern Asia,Male,,   82 217,   92 883,   106 588,   122 616,   140 329,   159 245,   178 204,   199 700,   221 821,   242 088,   261 486,   279 657,   298 345,   316 954,   333 932
96,            Brunei Darussalam,Both sexes combined,,    48,    63,    82,    102,    130,    162,    194,    224,    259,    297,    333,    365,    389,    415,    437
96,            Brunei Darussalam,Female,,    23,    31,    40,    50,    63,    78,    91,    106,    122,    142,    164,    179,    188,    199,    210
96,            Brunei Darussalam,Male,,    25,    33,    42,    53,    67,    83,    103,    119,    136,    155,    169,    186,    201,    216,    227
116,            Cambodia,Both sexes combined,,   4 433,   5 045,   5 722,   6 467,   6 997,   7 524,   6 694,   7 715,   8 976,   10 656,   12 155,   13 273,   14 312,   15 521,   16 719
116,            Cambodia,Female,,   2 216,   2 525,   2 866,   3 244,   3 515,   3 802,   3 545,   4 029,   4 641,   5 483,   6 248,   6 831,   7 340,   7 951,   8 557
116,            Cambodia,Male,,   2 216,   2 521,   2 856,   3 223,   3 481,   3 722,   3 149,   3 686,   4 335,   5 173,   5 907,   6 442,   6 972,   7 570,   8 162
360,            Indonesia,Both sexes combined,,   69 543,   77 273,   87 751,   100 267,   114 793,   130 681,   147 448,   164 982,   181 413,   196 934,   211 514,   226 289,   241 834,   258 383,   273 524
360,            Indonesia,Female,,   35 046,   38 932,   44 149,   50 360,   57 579,   65 473,   73 799,   82 506,   90 317,   98 424,   105 660,   112 697,   120 014,   128 250,   135 806
360,            Indonesia,Male,,   34 497,   38 341,   43 602,   49 907,   57 214,   65 207,   73 649,   82 477,   91 096,   98 510,   105 854,   113 592,   121 821,   130 133,   137 718
418,            Lao People's Democratic Republic,Both sexes combined,,   1 683,   1 891,   2 121,   2 383,   2 688,   3 052,   3 258,   3 688,   4 258,   4 846,   5 324,   5 752,   6 249,   6 741,   7 276
418,            Lao People's Democratic Republic,Female,,    854,    962,   1 079,   1 210,   1 362,   1 541,   1 640,   1 850,   2 129,   2 430,   2 674,   2 906,   3 150,   3 360,   3 624
418,            Lao People's Democratic Republic,Male,,    829,    929,   1 042,   1 173,   1 327,   1 511,   1 618,   1 838,   2 130,   2 417,   2 650,   2 846,   3 099,   3 381,   3 652
458,            Malaysia,Both sexes combined,12,   6 110,   7 039,   8 156,   9 527,   10 804,   12 162,   13 798,   15 599,   18 030,   20 488,   23 194,   25 691,   28 208,   30 271,   32 366
458,            Malaysia,Female,12,   2 966,   3 450,   4 005,   4 685,   5 329,   6 014,   6 823,   7 713,   8 858,   10 059,   11 376,   12 523,   13 658,   14 686,   15 735
458,            Malaysia,Male,12,   3 144,   3 589,   4 151,   4 841,   5 476,   6 148,   6 975,   7 886,   9 172,   10 428,   11 818,   13 168,   14 550,   15 585,   16 631
104,            Myanmar,Both sexes combined,,   17 780,   19 550,   21 737,   24 259,   27 269,   30 611,   34 224,   37 977,   41 335,   43 902,   46 720,   48 950,   50 601,   52 681,   54 410
104,            Myanmar,Female,,   8 891,   9 863,   11 032,   12 362,   13 925,   15 655,   17 522,   19 470,   21 211,   22 550,   24 090,   25 278,   26 202,   27 289,   28 190
104,            Myanmar,Male,,   8 889,   9 687,   10 705,   11 898,   13 344,   14 956,   16 702,   18 507,   20 124,   21 351,   22 630,   23 672,   24 399,   25 392,   26 220
608,            Philippines,Both sexes combined,,   18 580,   22 177,   26 270,   30 910,   35 804,   41 286,   47 358,   54 276,   61 895,   69 784,   77 992,   86 326,   93 967,   102 113,   109 581
608,            Philippines,Female,,   9 341,   11 074,   13 050,   15 295,   17 690,   20 389,   23 401,   26 836,   30 627,   34 583,   38 711,   42 940,   46 569,   50 724,   54 552
608,            Philippines,Male,,   9 239,   11 103,   13 220,   15 615,   18 113,   20 897,   23 957,   27 439,   31 268,   35 201,   39 281,   43 387,   47 398,   51 389,   55 029
702,            Singapore,Both sexes combined,,   1 022,   1 305,   1 633,   1 878,   2 072,   2 260,   2 412,   2 706,   3 013,   3 526,   4 029,   4 266,   5 131,   5 592,   5 850
702,            Singapore,Female,,    493,    619,    773,    909,   1 011,   1 105,   1 181,   1 328,   1 497,   1 736,   1 963,   2 110,   2 456,   2 666,   2 788
702,            Singapore,Male,,    529,    686,    860,    968,   1 061,   1 154,   1 230,   1 378,   1 516,   1 790,   2 066,   2 156,   2 675,   2 926,   3 062
764,            Thailand,Both sexes combined,,   20 710,   23 711,   27 397,   31 823,   36 885,   42 326,   47 374,   52 027,   56 558,   59 467,   62 953,   65 416,   67 195,   68 715,   69 800
764,            Thailand,Female,,   10 322,   11 839,   13 678,   15 883,   18 399,   21 113,   23 650,   26 089,   28 540,   29 930,   31 858,   33 242,   34 264,   35 155,   35 834
764,            Thailand,Male,,   10 389,   11 872,   13 719,   15 939,   18 486,   21 214,   23 724,   25 938,   28 018,   29 538,   31 094,   32 174,   32 931,   33 559,   33 966
626,            Timor-Leste,Both sexes combined,,    415,    439,    475,    520,    572,    629,    600,    657,    738,    844,    884,    995,   1 094,   1 196,   1 318
626,            Timor-Leste,Female,,    205,    217,    234,    256,    281,    310,    296,    324,    365,    418,    438,    493,    541,    592,    652
626,            Timor-Leste,Male,,    210,    223,    241,    264,    290,    319,    304,    333,    373,    426,    447,    503,    553,    605,    666
704,            Viet Nam,Both sexes combined,,   24 810,   28 147,   32 670,   37 859,   43 405,   48 718,   54 282,   60 897,   67 989,   74 910,   79 910,   83 833,   87 968,   92 677,   97 339
704,            Viet Nam,Female,,   12 561,   14 249,   16 521,   19 125,   21 934,   24 686,   27 489,   30 796,   34 336,   37 812,   40 340,   42 301,   44 221,   46 480,   48 740
704,            Viet Nam,Male,,   12 249,   13 898,   16 149,   18 734,   21 471,   24 032,   26 793,   30 101,   33 653,   37 098,   39 570,   41 532,   43 746,   46 197,   48 598
1830,      Latin America and the Caribbean,Both sexes combined,,   168 821,   192 727,   220 470,   252 456,   286 676,   322 777,   361 253,   402 024,   442 840,   483 018,   521 836,   557 501,   591 352,   623 934,   653 962
1830,      Latin America and the Caribbean,Female,,   84 418,   96 415,   110 336,   126 410,   143 621,   161 904,   181 353,   202 328,   223 232,   244 036,   264 064,   282 556,   299 936,   316 797,   332 334
1830,      Latin America and the Caribbean,Male,,   84 402,   96 312,   110 134,   126 046,   143 054,   160 873,   179 900,   199 695,   219 608,   238 982,   257 773,   274 945,   291 416,   307 137,   321 629
915,         Caribbean,Both sexes combined,,   17 080,   18 748,   20 667,   23 010,   25 201,   27 514,   29 646,   31 775,   34 058,   36 162,   38 102,   39 746,   41 217,   42 622,   43 532
915,         Caribbean,Female,,   8 512,   9 361,   10 349,   11 550,   12 655,   13 830,   14 905,   15 982,   17 153,   18 233,   19 243,   20 070,   20 827,   21 552,   22 038
915,         Caribbean,Male,,   8 568,   9 386,   10 318,   11 460,   12 547,   13 684,   14 741,   15 793,   16 905,   17 930,   18 859,   19 676,   20 391,   21 071,   21 494
660,            Anguilla,Both sexes combined,,    5,    6,    6,    6,    7,    7,    7,    7,    9,    10,    11,    12,    13,    14,    15
28,            Antigua and Barbuda,Both sexes combined,,    46,    50,    54,    59,    64,    63,    62,    62,    63,    69,    76,    81,    88,    94,    98
28,            Antigua and Barbuda,Female,,    24,    26,    29,    31,    34,    33,    32,    32,    32,    36,    40,    43,    46,    49,    51
28,            Antigua and Barbuda,Male,,    21,    23,    25,    28,    31,    30,    30,    30,    30,    33,    36,    39,    42,    45,    47
533,            Aruba,Both sexes combined,13,    38,    44,    54,    57,    59,    61,    60,    63,    62,    80,    91,    100,    102,    104,    107
533,            Aruba,Female,13,    20,    22,    28,    29,    30,    31,    31,    32,    31,    41,    47,    52,    53,    55,    56
533,            Aruba,Male,13,    18,    21,    27,    28,    29,    30,    29,    31,    31,    40,    44,    48,    48,    50,    51
44,            Bahamas,Both sexes combined,,    79,    89,    110,    140,    169,    189,    211,    235,    256,    280,    298,    325,    355,    374,    393
44,            Bahamas,Female,,    42,    47,    57,    72,    85,    96,    106,    118,    129,    142,    153,    167,    183,    193,    202
44,            Bahamas,Male,,    37,    41,    52,    68,    84,    93,    105,    116,    127,    138,    145,    158,    172,    182,    191
52,            Barbados,Both sexes combined,,    211,    227,    231,    235,    239,    246,    252,    256,    261,    266,    272,    276,    282,    285,    287
52,            Barbados,Female,,    114,    123,    128,    127,    127,    129,    133,    134,    135,    138,    141,    144,    147,    148,    148
52,            Barbados,Male,,    97,    104,    103,    108,    112,    118,    120,    122,    126,    128,    130,    133,    135,    138,    139
535,"            Bonaire, Sint Eustatius and Saba",Both sexes combined,,    7,    8,    8,    9,    10,    11,    11,    12,    13,    15,    14,    14,    21,    25,    26
92,            British Virgin Islands,Both sexes combined,,    7,    8,    8,    9,    10,    11,    11,    14,    17,    19,    20,    23,    28,    29,    30
136,            Cayman Islands,Both sexes combined,,    6,    7,    8,    8,    9,    12,    16,    19,    25,    32,    42,    49,    57,    62,    66
192,            Cuba,Both sexes combined,,   5 920,   6 539,   7 141,   7 958,   8 713,   9 446,   9 849,   10 098,   10 597,   10 888,   11 126,   11 262,   11 226,   11 325,   11 327
192,            Cuba,Female,,   2 863,   3 181,   3 493,   3 908,   4 312,   4 687,   4 895,   5 039,   5 290,   5 441,   5 579,   5 648,   5 642,   5 697,   5 703
192,            Cuba,Male,,   3 057,   3 358,   3 648,   4 050,   4 401,   4 760,   4 954,   5 059,   5 307,   5 447,   5 547,   5 613,   5 584,   5 628,   5 623
531,            Curaçao,Both sexes combined,13,    100,    117,    127,    134,    144,    150,    148,    150,    147,    144,    132,    130,    149,    160,    164
531,            Curaçao,Female,13,    50,    58,    63,    68,    73,    77,    76,    77,    76,    76,    70,    69,    81,    87,    89
531,            Curaçao,Male,13,    50,    59,    64,    66,    71,    74,    72,    73,    70,    68,    62,    61,    69,    73,    75
212,            Dominica,Both sexes combined,,    51,    55,    60,    65,    71,    72,    75,    73,    70,    71,    70,    71,    71,    71,    72
214,            Dominican Republic,Both sexes combined,,   2 365,   2 781,   3 294,   3 878,   4 500,   5 145,   5 804,   6 464,   7 133,   7 819,   8 471,   9 097,   9 695,   10 282,   10 848
214,            Dominican Republic,Female,,   1 167,   1 372,   1 626,   1 917,   2 226,   2 548,   2 878,   3 208,   3 544,   3 893,   4 227,   4 522,   4 829,   5 134,   5 430
214,            Dominican Republic,Male,,   1 197,   1 410,   1 668,   1 961,   2 273,   2 596,   2 926,   3 257,   3 589,   3 926,   4 245,   4 576,   4 866,   5 147,   5 418
308,            Grenada,Both sexes combined,,    77,    81,    90,    95,    94,    92,    89,    100,    96,    100,    103,    105,    106,    110,    113
308,            Grenada,Female,,    42,    44,    48,    50,    50,    48,    46,    51,    49,    51,    52,    52,    53,    54,    56
308,            Grenada,Male,,    35,    37,    42,    44,    45,    44,    43,    49,    48,    50,    51,    52,    54,    55,    57
312,            Guadeloupe,Both sexes combined,2,    210,    236,    275,    300,    322,    328,    337,    343,    389,    404,    422,    403,    406,    400,    400
312,            Guadeloupe,Female,2,    109,    121,    140,    153,    165,    168,    172,    175,    199,    208,    218,    213,    218,    215,    216
312,            Guadeloupe,Male,2,    101,    115,    135,    147,    157,    160,    164,    168,    190,    196,    204,    190,    189,    185,    185
332,            Haiti,Both sexes combined,,   3 221,   3 514,   3 866,   4 259,   4 676,   5 095,   5 643,   6 337,   7 038,   7 745,   8 464,   9 195,   9 949,   10 696,   11 403
332,            Haiti,Female,,   1 649,   1 794,   1 969,   2 167,   2 379,   2 594,   2 872,   3 223,   3 577,   3 934,   4 296,   4 664,   5 042,   5 416,   5 776
332,            Haiti,Male,,   1 572,   1 720,   1 897,   2 092,   2 297,   2 501,   2 771,   3 114,   3 461,   3 811,   4 168,   4 531,   4 907,   5 280,   5 626
388,            Jamaica,Both sexes combined,,   1 403,   1 541,   1 629,   1 757,   1 876,   2 028,   2 163,   2 336,   2 420,   2 534,   2 655,   2 740,   2 810,   2 891,   2 961
388,            Jamaica,Female,,    720,    791,    845,    916,    959,   1 034,   1 094,   1 174,   1 226,   1 280,   1 334,   1 382,   1 413,   1 454,   1 492
388,            Jamaica,Male,,    683,    750,    784,    841,    916,    994,   1 069,   1 161,   1 194,   1 254,   1 320,   1 358,   1 398,   1 437,   1 470
474,            Martinique,Both sexes combined,2,    222,    246,    282,    311,    325,    328,    325,    340,    358,    369,    387,    397,    395,    378,    375
474,            Martinique,Female,2,    116,    128,    144,    161,    166,    169,    168,    175,    185,    193,    205,    212,    212,    203,    203
474,            Martinique,Male,2,    106,    118,    138,    150,    159,    159,    158,    164,    173,    176,    182,    185,    182,    175,    173
500,            Montserrat,Both sexes combined,,    14,    14,    12,    12,    12,    12,    12,    11,    11,    10,    5,    5,    5,    5,    5
630,            Puerto Rico,Both sexes combined,14,   2 218,   2 196,   2 295,   2 508,   2 632,   2 845,   3 091,   3 263,   3 403,   3 568,   3 669,   3 632,   3 580,   3 382,   2 861
630,            Puerto Rico,Female,14,   1 104,   1 104,   1 162,   1 282,   1 344,   1 457,   1 588,   1 671,   1 758,   1 849,   1 905,   1 891,   1 861,   1 764,   1 505
630,            Puerto Rico,Male,14,   1 114,   1 092,   1 133,   1 226,   1 287,   1 388,   1 502,   1 592,   1 646,   1 719,   1 764,   1 741,   1 719,   1 618,   1 356
652,            Saint Barthélemy,Both sexes combined,,    2,    2,    2,    2,    2,    3,    3,    3,    5,    6,    7,    9,    9,    10,    10
659,            Saint Kitts and Nevis,Both sexes combined,,    46,    48,    51,    49,    45,    44,    43,    42,    40,    42,    44,    47,    49,    51,    53
662,            Saint Lucia,Both sexes combined,,    83,    86,    90,    96,    104,    110,    118,    126,    138,    147,    157,    163,    174,    179,    184
662,            Saint Lucia,Female,,    42,    43,    47,    50,    54,    56,    60,    64,    70,    75,    80,    83,    88,    91,    93
662,            Saint Lucia,Male,,    41,    43,    43,    46,    50,    53,    58,    62,    68,    72,    77,    80,    86,    88,    90
663,            Saint Martin (French part),Both sexes combined,,    3,    3,    4,    4,    6,    7,    9,    11,    32,    27,    29,    34,    38,    36,    39
